발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2017,2017040612,0,주간,목,1,1,0,0,0,부산,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1136901,1691930,129.0040986,35.21340641
2017,2017040613,10,주간,목,1,1,0,0,0,경기,연천군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,956721,2001652,127.0069666,38.01385571
2017,2017040618,20,야간,목,1,1,0,0,0,대구,동구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1108601,1763490,128.7028482,35.86195238
2017,2017040700,25,야간,금,1,2,1,0,0,광주,광산구,차대사람,기타,기타,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,939741,1691588,126.8378847,35.21784989
2017,2017040705,25,야간,금,1,1,0,0,0,전남,강진군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,935263,1618962,126.7943064,34.56270847
2017,2017040711,24,주간,금,1,1,0,0,0,경기,안산시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,승용차,941321,1925687,126.8376532,37.32833228
2017,2017040712,45,주간,금,1,1,0,0,0,강원,홍천군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1034125,1966360,127.8870869,37.69616288
2017,2017040714,40,주간,금,1,1,0,0,0,서울,동작구,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,기타,기타,원동기장치자전거,원동기장치자전거,없음,없음,953433,1945203,126.9731322,37.50492437
2017,2017040715,15,주간,금,1,1,0,0,0,충남,아산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,961672,1865252,127.0704421,36.78462886
2017,2017040717,25,주간,금,1,1,0,0,0,경남,김해시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1121793,1690695,128.8379853,35.20421505
2017,2017040717,0,주간,금,2,2,0,0,0,경북,청도군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1114409,1736114,128.7632586,35.61452026
2017,2017040719,22,야간,금,2,2,0,0,0,전북,무주군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1013748,1775486,127.6524931,35.97603394
2017,2017040719,20,야간,금,1,1,0,0,0,경기,광명시,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,터널안,이륜차,이륜차,화물차,화물차,946485,1937913,126.8950547,37.43884133
2017,2017040720,5,야간,금,1,1,0,0,0,강원,횡성군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1050469,1939494,128.0706225,37.45326257
2017,2017040720,30,야간,금,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,969454,1938219,127.1546827,37.44264319
2017,2017040721,0,야간,금,1,2,1,0,0,서울,도봉구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,959416,1962701,127.0398531,37.66292069
2017,2017040723,35,야간,금,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,951232,1949215,126.9479643,37.54097168
2017,2017040801,10,야간,토,1,2,1,0,0,경기,포천시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,983372,1991348,127.3108099,37.9218678
2017,2017040805,15,야간,토,1,1,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,930752,1969935,126.7141912,37.72640184
2017,2017040805,30,야간,토,1,2,0,1,0,충남,아산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,964892,1866592,127.1064674,36.79683318
2017,2017040810,8,주간,토,1,1,0,0,0,경북,문경시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1066494,1856030,128.2444036,36.69994255
2017,2017040811,35,주간,토,1,1,0,0,0,충북,충주시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1038111,1888439,127.9282912,36.99351446
2017,2017040814,5,주간,토,1,1,0,0,0,강원,평창군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1084927,1927556,128.450763,37.34575348
2017,2017040819,30,야간,토,1,4,2,1,0,대구,달성군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승용차,승용차,1087775,1764548,128.4723325,35.87357797
2017,2017040819,5,야간,토,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1106126,1690643,128.6658992,35.20552571
2017,2017040902,27,야간,일,1,1,0,0,0,서울,강동구,차대사람,횡단중,횡단중,운전자법규위반,과속,기타,기타,승용차,승용차,보행자,보행자,967956,1948384,127.1373057,37.53421477
2017,2017040902,10,야간,일,1,1,0,0,0,강원,양양군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1098565,2008256,128.6236792,38.0690383
2017,2017040914,35,주간,일,1,1,0,0,0,경북,경주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1155106,1767312,129.2184978,35.89013703
2017,2017040917,12,주간,일,1,1,0,0,0,경북,칠곡군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1074743,1784039,128.3298209,36.05037211
2017,2017040919,45,야간,일,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1020784,1639538,127.7267984,34.74997849
2017,2017041011,20,주간,월,1,1,0,0,0,전북,남원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,991947,1714166,127.4112904,35.42321288
2017,2017041013,45,주간,월,1,3,2,0,0,전남,무안군,차대차,정면충돌,정면충돌,운전자법규위반,앞지르기 금지위반,교차로,교차로내,화물차,화물차,화물차,화물차,906686,1650769,126.4793109,34.84729676
2017,2017041014,47,주간,월,1,1,0,0,0,부산,해운대구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1147736,1689075,129.1226159,35.18613164
2017,2017041015,45,주간,월,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,998915,1661048,127.4881179,34.94427097
2017,2017041015,22,주간,월,2,3,1,0,0,전북,장수군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,화물차,화물차,1001709,1744607,127.5188902,35.69771844
2017,2017041015,20,주간,월,1,1,0,0,0,경기,의정부시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,959633,1972514,127.0417691,37.75137543
2017,2017041016,4,주간,월,1,1,0,0,0,전북,남원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,990522,1713673,127.3955987,35.41875505
2017,2017041019,20,야간,월,1,2,0,1,0,충북,충주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,보행자,보행자,1037577,1886894,127.922214,36.97974783
2017,2017041022,15,야간,월,1,4,1,2,0,경기,수원시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,원동기장치자전거,원동기장치자전거,958245,1921546,127.0289131,37.29192553
2017,2017041100,40,야간,화,1,3,2,0,0,경북,경산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1111378,1761152,128.7332731,35.84056563
2017,2017041109,30,주간,화,1,1,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,이륜차,이륜차,승용차,승용차,949153,1887277,126.9286647,36.98257633
2017,2017041110,10,주간,화,1,2,1,0,0,경남,사천시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1053212,1660565,128.0826956,34.93851869
2017,2017041111,55,주간,화,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1159036,1758105,129.260187,35.80653363
2017,2017041112,11,주간,화,1,1,0,0,0,전북,정읍시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,940142,1730702,126.8394207,35.57053571
2017,2017041114,26,주간,화,1,3,2,0,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,991397,1844356,127.4038163,36.59699031
2017,2017041117,30,주간,화,1,2,0,1,0,전북,임실군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,968379,1725648,127.1512277,35.52627134
2017,2017041118,3,야간,화,1,2,0,1,0,광주,동구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,947939,1682057,126.92856,35.13273034
2017,2017041121,20,야간,화,1,1,0,0,0,충남,서산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,914403,1866840,126.5405491,36.79584991
2017,2017041122,26,야간,화,1,1,0,0,0,경남,양산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1143094,1702459,129.0739687,35.30744025
2017,2017041123,20,야간,화,1,4,1,2,0,서울,강동구,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,승용차,승용차,971463,1950646,127.1769115,37.55471844
2017,2017041123,0,야간,화,1,1,0,0,0,경북,영주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1092143,1876120,128.5339395,36.878878
2017,2017041200,29,야간,수,2,2,0,0,0,경기,안양시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,953666,1931281,126.9579428,37.37958575
2017,2017041207,50,주간,수,1,1,0,0,0,강원,강릉시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,자전거,자전거,1123031,1973989,128.8964715,37.75724671
2017,2017041207,6,주간,수,1,1,0,0,0,경남,고성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1068198,1665990,128.2472321,34.98653657
2017,2017041210,35,주간,수,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,화물차,보행자,보행자,944935,1686050,126.8954884,35.16792483
2017,2017041215,0,주간,수,1,2,1,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,937967,1973429,126.7957608,37.75840921
2017,2017041219,53,야간,수,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945668,1685768,126.90339,35.16571155
2017,2017041219,50,야간,수,1,1,0,0,0,전남,화순군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,950026,1670273,126.9521777,35.02622114
2017,2017041219,38,야간,수,1,1,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,929301,1775923,126.7156396,35.97750346
2017,2017041220,25,야간,수,1,1,0,0,0,부산,동구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1141214,1682759,129.0499162,35.13013575
2017,2017041220,10,야간,수,1,1,0,0,0,경기,김포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,931671,1957760,126.7257598,37.61674276
2017,2017041222,25,야간,수,1,1,0,0,0,부산,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1141028,1682489,129.0478293,35.12772808
2017,2017041223,28,야간,수,1,1,0,0,0,경기,용인시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,969144,1920123,127.1519324,37.27952077
2017,2017041300,50,야간,목,1,1,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,승용차,보행자,보행자,1021073,1984789,127.7395724,37.86265945
2017,2017041305,10,야간,목,1,1,0,0,0,경기,광주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,972024,1927809,127.1841297,37.348892
2017,2017041305,53,야간,목,1,2,1,0,0,경기,시흥시,차대차,정면충돌,정면충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,화물차,화물차,화물차,932971,1925569,126.7434192,37.32670361
2017,2017041306,50,주간,목,1,2,1,0,0,경기,포천시,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,화물차,화물차,978033,1996740,127.2498996,37.97035201
2017,2017041308,53,주간,목,1,2,0,0,1,충남,청양군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,949056,1818707,126.9321356,36.36444832
2017,2017041311,25,주간,목,1,1,0,0,0,전남,화순군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,945247,1662717,126.9002892,34.95784122
2017,2017041311,52,주간,목,1,1,0,0,0,전북,무주군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1026400,1779261,127.7929539,36.00980831
2017,2017041312,30,주간,목,1,4,2,1,0,경북,안동시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,기타,기타,승용차,승용차,화물차,화물차,1127949,1817189,128.9258093,36.34360567
2017,2017041313,5,주간,목,1,1,0,0,0,서울,광진구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,963224,1948567,127.083738,37.53568758
2017,2017041315,20,주간,목,1,1,0,0,0,경기,파주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,934965,1973653,126.7616627,37.76021945
2017,2017041316,30,주간,목,1,1,0,0,0,경남,함안군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,1093533,1710053,128.5297881,35.38177049
2017,2017041317,55,주간,목,1,1,0,0,0,대전,서구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,없음,없음,986816,1811997,127.3531507,36.30521405
2017,2017041404,0,야간,금,1,1,0,0,0,경기,평택시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,없음,없음,959444,1890340,127.0441296,37.01068684
2017,2017041406,20,주간,금,1,2,1,0,0,충남,논산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,958716,1794355,127.0410962,36.14537175
2017,2017041407,46,주간,금,1,1,0,0,0,경북,봉화군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1137568,1896183,129.0471694,37.05414302
2017,2017041408,45,주간,금,1,2,0,1,0,경기,평택시,차대차,정면충돌,정면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,이륜차,승합차,승합차,948062,1887082,126.9164198,36.98075898
2017,2017041410,9,주간,금,1,1,0,0,0,경남,양산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1139649,1706074,129.0367042,35.34051201
2017,2017041410,13,주간,금,1,5,0,4,0,경북,경주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,승용차,승용차,1179086,1751253,129.480453,35.74133797
2017,2017041413,40,주간,금,1,1,0,0,0,전북,진안군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,승용차,승용차,994049,1752360,127.434164,35.76760564
2017,2017041417,55,주간,금,1,4,3,0,0,경기,포천시,차량단독,전도,전도,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,없음,없음,982676,1988050,127.3029703,37.89212997
2017,2017041422,28,야간,금,1,1,0,0,0,광주,광산구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,935289,1687455,126.7892949,35.1803075
2017,2017041501,46,야간,토,2,3,0,1,0,광주,북구,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,승용차,승용차,941507,1686586,126.8576433,35.17285352
2017,2017041501,50,야간,토,1,1,0,0,0,충남,공주시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,964562,1834061,127.1042718,36.50356222
2017,2017041503,30,야간,토,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,945705,1686186,126.9038531,35.16965698
2017,2017041507,50,주간,토,1,1,0,0,0,전남,나주시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,931314,1658706,126.7479794,34.92087321
2017,2017041507,20,주간,토,1,3,0,2,0,충남,금산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1006353,1800680,127.5706707,36.20325427
2017,2017041509,57,주간,토,1,1,0,0,0,경남,거창군,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,보행자,보행자,1036710,1743098,127.905695,35.68343062
2017,2017041510,36,주간,토,1,1,0,0,0,인천,중구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,903433,1944057,126.407643,37.49071926
2017,2017041515,30,주간,토,1,1,0,0,0,충남,아산시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승합차,승합차,944792,1871774,126.8807961,36.84258584
2017,2017041518,5,야간,토,1,1,0,0,0,경남,김해시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1114763,1695356,128.7614229,35.24706227
2017,2017041600,20,야간,일,3,4,1,0,0,경기,화성시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,931961,1912794,126.7331884,37.21148642
2017,2017041600,15,야간,일,1,1,0,0,0,경기,이천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,996466,1911321,127.4601766,37.20068401
2017,2017041600,44,야간,일,1,2,1,0,0,경기,안양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,원동기장치자전거,원동기장치자전거,953673,1933245,126.976599,37.39715464
2017,2017041605,18,야간,일,1,1,0,0,0,부산,부산진구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1138274,1685172,129.0180618,35.15229501
2017,2017041608,0,주간,일,1,3,0,2,0,인천,강화군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,농기계,농기계,905206,1961457,126.4254451,37.64771135
2017,2017041609,55,주간,일,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,954185,1920964,126.9831426,37.28648482
2017,2017041611,45,주간,일,1,27,8,17,1,울산,남구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,승용차,승용차,1160678,1729618,129.272664,35.54953889
2017,2017041611,5,주간,일,1,1,0,0,0,전북,군산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,929331,1776662,126.716065,35.98417246
2017,2017041613,45,주간,일,1,1,0,0,0,경기,양평군,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1014041,1946474,127.6588896,37.51744882
2017,2017041615,40,주간,일,1,3,2,0,0,충북,충주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,1028363,1886372,127.8186679,36.97536539
2017,2017041619,15,야간,일,1,2,0,1,0,대구,달성군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,이륜차,이륜차,보행자,보행자,1090418,1756520,128.5006971,35.80096655
2017,2017041620,7,야간,일,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,917478,1855033,126.5762887,36.68969884
2017,2017041620,20,야간,일,1,1,0,0,0,충남,천안시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,967510,1879645,127.1352539,36.91459248
2017,2017041700,20,야간,월,1,3,0,2,0,경기,파주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,고가도로위,화물차,화물차,건설기계,건설기계,935353,1970231,126.7663718,37.72940601
2017,2017041708,57,주간,월,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1106658,1691992,128.6719174,35.21763085
2017,2017041709,30,주간,월,1,1,0,0,0,전남,담양군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,946218,1699283,126.9085941,35.28756767
2017,2017041710,20,주간,월,1,5,2,2,0,충남,논산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,979841,1804474,127.2756545,36.23727003
2017,2017041710,50,주간,월,1,3,0,1,1,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,교차로,교차로부근,승용차,승용차,화물차,화물차,930537,1910714,126.7173347,37.19263383
2017,2017041711,1,주간,월,1,1,0,0,0,경남,양산시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1150391,1716667,129.156819,35.43442743
2017,2017041714,15,주간,월,1,1,0,0,0,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,962774,1907251,127.0807207,37.1632614
2017,2017041718,29,야간,월,1,1,0,0,0,강원,춘천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1023184,1991529,127.7637882,37.92335559
2017,2017041722,47,야간,월,1,1,0,0,0,전남,담양군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,952026,1692101,126.9973262,35.22999185
2017,2017041806,15,주간,화,1,1,0,0,0,전북,익산시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,954093,1773782,126.9872499,35.95925119
2017,2017041809,0,주간,화,1,1,0,0,0,경기,동두천시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,기타,기타,승용차,승용차,보행자,보행자,961397,1994154,127.060637,37.94649002
2017,2017041813,13,주간,화,1,1,0,0,0,전남,나주시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,자전거,자전거,승용차,승용차,931776,1674793,126.7517601,35.06590823
2017,2017041816,48,주간,화,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,957382,1954586,127.0172653,37.58968674
2017,2017041816,38,주간,화,1,1,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,자전거,자전거,918620,1817510,126.5930268,36.35156424
2017,2017041902,0,야간,수,1,2,0,0,1,경기,수원시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,959076,1920541,127.0383415,37.28290009
2017,2017041903,50,야간,수,1,1,0,0,0,경남,의령군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1074165,1708460,128.3164257,35.36903732
2017,2017041904,3,야간,수,1,1,0,0,0,대구,중구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1097689,1765100,128.5822063,35.87761494
